Per Capita Crime,Durham,North Yorkshire,South Yorkshire,GreaterManchester,Cheshire,Lancashire,Derbyshire,Leicestershire,Lincolnshire,Warwickshire,West Midlands,Essex,Hertfordshire,Suffolk,Metropolitan and City,Thames Valley,Hampshire,Kent,Gloucestershire,Dorset,,,,,
Burglary,,,,,,,,,,,,,,,,,,,,,,,,,
Jan-14,3.758969505,3.618286822,5.84763807,5.345498323,6.727259208,9.076682658,2.640697848,1.164048453,3.159350889,4.971414367,5.47032686,3.835178633,2.738836843,4.071771764,4.56770768,2.751332551,2.800778946,5.347564502,5.284295075,8.474899467,,,,,
Feb-14,2.684978218,4.020318691,4.5863828,4.890562295,4.425828427,6.561457343,1.980523386,0.895421887,5.416030095,1.754616836,4.060448804,3.01335464,2.054127633,3.845562221,4.224271013,2.885543895,3.212658203,3.897377518,2.906362291,8.89864444,,,,,
Mar-14,3.893218416,5.025398363,3.55444667,5.686700343,3.540662741,10.60768937,2.127228822,1.432675019,3.385018809,2.631925253,4.793585393,3.378609748,4.108255265,3.393143136,3.794975178,2.818438223,2.883154797,2.447190535,5.548509829,6.779919573,,,,,
Apr-14,4.027467327,1.206095607,5.04502108,4.947429299,4.602861564,6.889530211,2.273934258,2.328096906,4.513358413,2.924361393,5.075561005,3.561237302,3.971313423,3.166933594,3.846490678,2.684226879,3.130282351,3.988014205,3.434791799,7.62740952,,,,,
May-14,2.684978218,4.020318691,3.78376581,4.492493271,6.01912666,6.124026854,1.613759796,2.507181284,5.641698016,2.631925253,5.47032686,3.652551079,2.875778686,1.131047712,3.640428678,3.221072255,4.118792568,4.713107696,3.434791799,6.3561746,,,,,
Jun-14,2.282231485,5.628446167,6.07695721,4.947429299,6.196159797,7.873748812,0.953585334,2.417639095,6.093033857,2.339489114,3.101731725,2.830727086,2.464953159,2.262095424,3.880834345,3.556600615,2.636027243,4.985017756,1.585288523,5.932429627,,,,,
Jul-14,2.819227129,4.623366494,5.61831893,5.45923233,3.540662741,5.46788112,3.300872311,2.149012529,4.287690492,4.678978228,5.69590735,4.20043374,4.519080792,3.619352679,4.499020347,2.952649567,2.883154797,4.62247101,3.963221306,10.59362433,,,,,
Aug-14,3.221973862,5.829462101,4.24240409,6.255370378,2.478463919,7.108245455,1.687112514,1.880385963,1.805343365,1.462180696,4.511609782,3.652551079,5.340731845,4.297981306,4.069724512,5.032925398,1.894644581,2.628463908,1.321073769,5.932429627,,,,,
Sep-14,2.550729307,3.618286822,5.7329785,4.378759264,6.373192934,8.092464057,1.246996206,2.328096906,4.739026333,3.509233671,4.793585393,3.469923525,2.054127633,2.035885882,3.674772344,2.415804191,3.0479065,4.531834323,1.849503276,7.62740952,,,,,
Oct-14,3.356222773,3.015239018,4.70104237,5.686700343,5.488027249,6.998887833,1.540407078,1.253590642,4.287690492,5.556286646,4.342424415,3.287295971,3.697429739,3.845562221,4.172755513,2.952649567,3.62453746,5.075654442,3.963221306,6.3561746,,,,,
Nov-14,1.879484753,3.417270887,4.12774452,3.98069024,5.310994112,8.748609791,2.127228822,2.77580785,2.933682968,4.678978228,2.763360991,2.922040863,3.560487896,2.714514509,4.224271013,3.288177927,2.553651392,4.713107696,2.377932784,8.89864444,,,,,
Dec-14,3.758969505,5.226414298,6.42093592,4.663094282,3.717695878,6.998887833,0.953585334,0.895421887,3.159350889,8.480648038,4.849980515,3.561237302,4.108255265,3.845562221,3.45153851,3.086860911,2.306523838,3.08164734,5.548509829,2.966214813,,,,,
Jan-15,2.95347604,1.608127476,3.66910624,4.719961285,4.779894701,7.983106434,1.46705436,1.880385963,4.513358413,2.924361393,5.357536616,4.017806187,2.601895001,2.488304967,3.915178012,1.946064487,2.388899689,3.353557399,3.170577045,4.237449733,,,,,
Feb-15,2.147982574,4.42235056,5.61831893,5.62983334,5.488027249,6.998887833,1.393701642,1.969928151,2.482347127,2.047052975,4.45521466,3.835178633,2.875778686,2.035885882,4.773769681,2.684226879,3.377409906,3.534830772,3.699006553,2.54246984,,,,,
Mar-15,4.564462971,4.623366494,6.53559549,5.174897312,5.842093523,8.311179302,2.860756002,2.954892227,2.933682968,2.631925253,4.737190271,4.109119963,2.875778686,3.619352679,3.709116011,3.153966583,3.377409906,6.16329468,7.133798351,5.932429627,,,,,
Apr-15,3.624720594,2.412191214,3.09580839,5.743567347,4.425828427,4.921093008,0.953585334,1.969928151,4.513358413,2.924361393,3.270917092,2.556785755,1.23247658,0.90483817,3.537397677,2.281592847,2.306523838,2.265917162,2.906362291,6.3561746,,,,,
May-15,2.013733664,4.623366494,3.66910624,3.63948822,5.488027249,5.577238742,0.806879898,1.790843774,3.61068673,3.509233671,3.496497581,1.095765324,3.423546054,1.131047712,3.588913177,1.744747471,2.059396284,3.625467459,4.22743606,5.08493968,,,,,
Jun-15,4.698711882,3.216254953,6.07695721,4.719961285,2.478463919,5.46788112,2.053876104,1.34313283,2.708015048,2.631925253,5.301141494,2.10021687,3.971313423,2.035885882,3.898006178,2.751332551,2.306523838,4.531834323,2.377932784,8.89864444,,,,,
Jul-15,2.550729307,3.819302756,4.35706366,4.151291251,4.602861564,6.561457343,2.053876104,0.537253132,4.513358413,1.462180696,4.22963417,3.378609748,3.834371581,2.262095424,4.481848514,1.744747471,3.377409906,5.256927815,2.906362291,4.237449733,,,,,
Aug-15,2.416480396,3.015239018,6.8795742,3.013951182,3.894729015,6.014669231,1.246996206,2.507181284,3.61068673,1.462180696,4.173239048,1.278392878,2.328011317,1.583466797,2.936383509,2.818438223,3.954040865,3.172284026,1.585288523,3.389959787,,,,,
Sep-15,3.893218416,4.020318691,5.15968065,5.118030309,4.779894701,6.014669231,1.173643488,2.417639095,4.739026333,4.09410595,3.72207807,2.648099532,3.012720528,1.357257255,3.898006178,3.019755239,3.377409906,3.806740832,3.170577045,5.08493968,,,,,
Oct-15,4.295965149,3.819302756,6.42093592,3.355153203,3.540662741,8.092464057,1.393701642,2.686265661,4.739026333,2.924361393,4.680795149,3.378609748,3.560487896,3.619352679,3.949521679,3.086860911,3.789289162,3.897377518,3.170577045,9.746134386,,,,,
Nov-15,3.174987,3.853523,5.071024,4.223695,4.696436,6.721849,1.559531,1.900053,3.979815,3.246041,4.33865,2.688756,3.236967,2.262095,3.93929,2.707714,2.976269,4.068454,3.421267,6.098396,,,,,
Dec-15,3.221973862,7.437589578,5.15968065,4.435626268,3.540662741,6.124026854,1.320348924,0.984964076,4.513358413,2.339489114,3.440102459,2.830727086,0.684709211,2.262095424,3.468710344,1.744747471,3.706913311,3.897377518,3.963221306,9.746134386,,,,,
Pred. Dec,3.167699,3.839763,5.059968,4.214048,4.726436,6.688201,1.552109,1.892858,3.979815,3.246041,4.451321,2.679516,3.224816,2.241898,3.93929,2.697928,2.969649,4.056855,3.421267,6.098396,,,,,
Difference,-0.054274862,-3.597826578,-0.09971265,-0.221578268,1.185773259,0.564174146,0.231760076,0.907893924,-0.533543413,0.906551886,1.011218541,-0.151211086,2.540106789,-0.020197424,0.470579656,0.953180529,-0.737264311,0.159477482,-0.541954306,-3.647738386,,0.069640029,-0.03372925,2.540106789,-3.647738386
,,,,,,,,,,,,,,,,,,,,,,,,,
Robbery,,,,,,,,,,,,,,,,,,,,,,,,,
Jan-14,0,0.201015935,1.1465957,1.933478117,1.770331371,2.624582937,0.36676359,0.358168755,0.451335841,0,2.763360991,0.639196439,0.547767369,0.452419085,2.524259508,0.872373736,0.329503405,0.906366865,0.792644261,2.54246984,,,,,
Feb-14,0.805493465,0,0.68795742,1.81974411,1.239231959,2.624582937,0.513469026,0.537253132,0.451335841,0.584872279,2.819756114,0.273941331,0,0,2.970727176,1.073690752,0.659006811,0.634456805,0.528429508,1.27123492,,,,,
Mar-14,0.536995644,0.402031869,1.71989355,2.331547141,0.354066274,2.187152448,0.220058154,0.805879698,0.902671683,0.584872279,2.48138538,1.187079101,2.328011317,0,2.781837008,0.33552836,0.576630959,1.631460356,0.528429508,1.27123492,,,,,
Apr-14,0,1.206095607,1.03193613,1.6491431,0.177033137,0.984218602,0.586821744,0.358168755,0.451335841,0.292436139,3.101731725,0.547882662,1.643302106,0.90483817,3.073758176,0.67105672,0.659006811,0.815730178,0,1.27123492,,,,,
May-14,0.939742376,0.603047804,0.68795742,2.274680137,0,1.749721958,0.880232616,0.358168755,0,0.292436139,2.086619524,1.004451547,1.095534737,0.678628627,3.073758176,1.342113439,0.659006811,1.178276924,0.792644261,0,,,,,
Jun-14,0.402746733,0.603047804,0.68795742,1.99034512,1.062198822,1.531006713,0.586821744,0.537253132,0.677003762,1.169744557,2.763360991,0.730510216,1.369418422,0.452419085,2.987899009,0.805268064,0.494255108,1.359550297,0.528429508,0.847489947,,,,,
Jul-14,0.671244555,0.603047804,2.06387226,1.478542089,1.062198822,2.624582937,0.660174462,0.537253132,1.128339603,0,3.270917092,0.821823993,0.684709211,1.131047712,3.588913177,0.738162392,1.729892878,1.087640238,0.264214754,2.54246984,,,,,
Aug-14,0.268497822,1.407111542,0.22931914,1.876611113,0.708132548,2.29651007,0.220058154,0.895421887,1.128339603,0.292436139,2.030224402,1.004451547,0.136941842,0.90483817,2.661634175,1.677641799,0.247127554,0.362546746,0.528429508,1.27123492,,,,,
Sep-14,0.402746733,0.201015935,0.68795742,2.445281148,0.531099411,2.515225315,1.613759796,1.34313283,1.805343365,0.292436139,4.004053681,0.91313777,0.958592895,1.357257255,2.764665175,0.603951048,0.576630959,0.997003551,0.264214754,2.118724867,,,,,
Oct-14,0.536995644,0.201015935,1.83455312,1.706010103,0.885165685,1.202933846,0.73352718,0.71633751,0.451335841,0.877308418,3.101731725,0.821823993,0.958592895,0.226209542,2.33536934,0.805268064,0.411879257,1.54082367,0,0.847489947,,,,,
Nov-14,0.134248911,0.603047804,2.17853183,2.843350172,0.708132548,2.405867693,0.660174462,0.984964076,0.451335841,0.877308418,2.086619524,0.273941331,0.684709211,0.452419085,2.627290508,1.140796424,0.741382662,1.178276924,2.906362291,2.118724867,,,,,
Dec-14,0,0.804063738,1.83455312,1.478542089,1.062198822,0.874860979,0.220058154,1.34313283,0.451335841,0,3.496497581,1.004451547,0.273883684,0.226209542,2.197994673,1.140796424,1.23563777,0.906366865,0.264214754,2.118724867,,,,,
Jan-15,0.402746733,0.402031869,1.37591484,0.966739058,1.416265097,3.608801539,0.513469026,0.984964076,1.128339603,1.462180696,2.763360991,0.639196439,1.506360264,0.90483817,2.301025674,1.140796424,0.823758514,0.906366865,0,3.389959787,,,,,
Feb-15,0.671244555,0.603047804,1.1465957,2.16094613,1.062198822,2.515225315,0.880232616,0.358168755,0.677003762,1.462180696,2.368595135,0.730510216,0.684709211,0.452419085,2.404056674,0.738162392,0.411879257,0.997003551,2.377932784,0.847489947,,,,,
Mar-15,0.402746733,0.603047804,1.94921269,1.876611113,1.947364508,2.187152448,0.806879898,0.895421887,0.677003762,0.584872279,2.594175625,1.095765324,1.369418422,0.226209542,1.820214339,1.00658508,0.906134365,1.359550297,1.321073769,0.847489947,,,,,
Apr-15,0.268497822,1.407111542,1.03193613,2.729616165,0.177033137,2.843298182,0.293410872,0.805879698,0.225667921,0.584872279,2.763360991,0.456568885,0.684709211,1.357257255,2.026276339,1.140796424,0.411879257,0.815730178,0.792644261,1.27123492,,,,,
May-15,0.268497822,0.402031869,1.26125527,1.364808082,0.531099411,1.312291469,0.146705436,0.358168755,0.451335841,0.584872279,2.594175625,0.730510216,0.547767369,0,1.923245339,0.67105672,0.988510216,0.453183432,0,0,,,,,
Jun-15,0.402746733,0.201015935,0.91727656,1.706010103,0.531099411,1.202933846,0.36676359,0.179084377,0.451335841,0.877308418,3.834868315,1.004451547,1.095534737,2.035885882,1.991932673,0.536845376,2.059396284,1.268913611,0.264214754,0.423744973,,,,,
Jul-15,0.268497822,0.201015935,1.26125527,2.331547141,0.531099411,1.312291469,0.73352718,0,0,0.877308418,2.537780502,2.191530647,2.054127633,0.226209542,2.07779184,0.603951048,0.164751703,0.815730178,1.321073769,0.847489947,,,,,
Aug-15,0,0.603047804,1.1465957,1.194207072,0.708132548,0.984218602,0.660174462,0.179084377,0.677003762,0,1.74824879,0.456568885,0.410825527,0.452419085,0.995966336,0.469739704,0.741382662,0.725093492,0.528429508,0.423744973,,,,,
Sep-15,0.268497822,0,0.68795742,2.217813134,0.885165685,0.765503357,0.513469026,0.179084377,1.128339603,1.169744557,2.98894148,0.639196439,0.821651053,0.452419085,2.094963673,1.140796424,0.247127554,0.725093492,1.056859015,0.423744973,,,,,
Oct-15,0.402746733,0.402031869,1.49057441,1.592276096,0.531099411,1.640364336,0.293410872,0.71633751,0.225667921,2.339489114,2.424990258,0.730510216,0.273883684,0,1.888901672,0.536845376,0.494255108,0.543820119,0.528429508,0.847489947,,,,,
Nov-15,0.350725,0.516778,1.217848,1.901694,0.807924,1.403553,0.558878,0.461302,0.630796,0.963647,2.75799,0.806986,0.90349,0.565928,1.840215,0.870001,0.697057,0.873889,0.686801,0.619475,,,,,
Dec-15,0.536995644,0.804063738,0.80261699,1.706010103,0.708132548,2.515225315,0.513469026,0.537253132,0.677003762,0,2.537780502,0.639196439,0.410825527,1.131047712,1.408090338,0.805268064,1.23563777,0.997003551,0.264214754,0.423744973,,,,,
Pred. Dec,0.350725,0.520966,1.217848,1.901694,0.807924,1.386629,0.558878,0.413333,0.625423,0.942758,2.751276,0.806986,0.90349,0.565928,1.824783,0.870001,0.697057,0.873889,0.686801,0.589207,,,,,
Difference,-0.186270644,-0.283097738,0.41523101,0.195683897,0.099791452,-1.128596315,0.045408974,-0.123920132,-0.051580762,0.942758,0.213495498,0.167789561,0.492664473,-0.565119712,0.416692662,0.064732936,-0.53858077,-0.123114551,0.422586246,0.165462027,,0.082262194,0.032100806,0.942758,-1.128596315
,,,,,,,,,,,,,,,,,,,,,,,,,
Theft,,,,,,,,,,,,,,,,,,,,,,,,,
Jan-14,22.95656376,34.37372481,46.89576413,28.1491667,36.2917931,41.88396938,14.23042729,13.87903925,28.88549384,16.96129608,31.52487335,29.85960507,20.40433448,25.10925921,23.83450474,22.54750578,26.11314488,32.26666038,23.51511308,40.67951744,,,,,
Feb-14,21.61407466,23.11683247,37.72299853,27.58049667,33.81332918,43.30561847,14.74389632,16.38622053,23.24379582,21.93271044,31.75045384,23.46764068,14.51583527,24.43063058,24.48703441,18.38695412,23.55949349,32.53857044,16.38131473,25.4246984,,,,,
Mar-14,21.61407466,32.36356546,40.93346649,30.13951182,40.00948898,34.33829343,10.92955498,17.28164242,23.69513167,23.68732728,38.01031241,26.29836777,25.60812449,23.52579241,21.58499457,23.48698519,23.39474178,27.28164263,26.42147538,48.73067193,,,,,
Apr-14,19.33184317,27.53918303,40.1308495,30.25324583,36.46882623,29.74527329,14.89060176,14.86400332,31.14217305,22.22514658,31.46847823,25.56785755,28.75778686,25.10925921,21.8597439,19.8632789,26.11314488,27.64418937,17.96660326,52.12063172,,,,,
May-14,20.9428301,26.53410336,40.24550907,29.28650677,34.34442859,32.91664434,15.40407078,13.87903925,27.08015048,17.25373222,30.11499529,26.38968154,27.11448475,19.90643973,21.53347906,27.44621984,32.53846128,26.01272902,20.08032129,72.03664547,,,,,
Jun-14,20.54008337,33.56966107,38.06697724,27.18242764,39.47838956,38.27516784,13.20348924,12.35682204,23.69513167,20.17809361,28.02837577,23.46764068,26.01895001,30.08586914,23.28500607,22.54750578,24.30087615,31.90411364,22.45825407,54.23935659,,,,,
Jul-14,22.41956812,28.5442627,49.53293424,29.17277276,37.88509133,45.27405567,13.05678381,14.32675019,34.9785277,26.90412481,35.86729777,23.65026823,20.81516001,26.24030692,24.22945691,22.27908309,27.67828606,30.00074322,26.68569013,47.03569204,,,,,
Aug-14,19.46609208,29.75035831,32.67797745,29.34337377,24.07650664,30.62013427,11.0029077,12.08819547,22.34112414,18.13104063,27.74640016,17.80618651,19.71962527,24.65684012,21.06983956,19.93038458,24.63037955,25.01572547,17.43817375,30.08589311,,,,,
Sep-14,22.1510703,35.78083635,42.76801961,26.10195458,36.82289251,33.57279007,14.23042729,11.37185796,35.65553146,18.71591291,30.00220505,25.01997489,26.2928337,23.9782115,20.70923106,19.8632789,24.2185003,31.90411364,22.72246882,33.89959787,,,,,
Oct-14,20.54008337,32.96661326,39.21357294,27.46676266,42.31091976,33.46343245,15.11065991,13.25224393,24.59780335,27.48899709,34.00625873,21.55005136,28.07307764,25.56167829,22.44358623,20.19880726,27.34878265,30.8164734,22.72246882,40.67951744,,,,,
Nov-14,15.84137149,25.73003962,39.55755165,23.59980642,33.10519663,30.18270378,12.17655119,9.312387625,27.75715424,21.93271044,32.59638067,22.82844424,22.7323458,22.62095424,21.46479173,19.32643353,21.3353455,27.28164263,19.02346227,49.57816188,,,,,
Dec-14,15.57287367,25.32800775,31.76070089,22.12126434,36.2917931,35.75994252,13.27684196,11.28231578,27.3058184,19.59322133,29.04348797,21.55005136,23.82788054,25.10925921,20.4688254,20.40012428,21.08821795,26.46591245,24.30775735,38.56079257,,,,,
Jan-15,18.5263497,25.93105555,39.67221122,25.36268353,31.68893153,26.57390224,11.51637673,17.4607268,32.72184849,18.71591291,31.97603433,25.47654377,21.7737529,22.16853516,20.7779184,21.40670936,26.19552073,23.29362842,27.21411964,52.54437669,,,,,
Feb-15,18.66059862,28.94629457,32.44865831,28.43350172,35.93772682,30.2920614,15.99089253,14.68491895,23.24379582,19.00834905,36.48764411,22.46318913,21.36292738,30.53828823,20.94963673,22.14487175,24.30087615,24.83445209,26.42147538,39.40828252,,,,,
Mar-15,21.07707901,26.13207149,38.75493466,26.89809262,32.75113036,49.10157245,14.74389632,15.58034083,21.66412038,21.34783817,38.51786851,21.27611003,24.92341527,22.16853516,22.0658059,21.5409207,23.64186934,29.36628642,19.55189178,43.64573225,,,,,
Apr-15,15.70712258,29.95137425,34.74184971,26.5000236,26.37793742,23.83996168,8.802326161,13.16270174,28.20849008,16.08398766,32.87835629,14.51889054,21.08904369,22.16853516,21.12135506,18.9237995,17.62843219,21.84344144,15.32445572,47.45943701,,,,,
May-15,16.78111386,29.75035831,31.18740304,22.34873235,37.70805819,32.47921385,9.169089751,11.01368921,23.0181279,20.17809361,30.39697091,16.2538523,26.01895001,17.64434431,19.59306189,18.72248248,20.18208358,21.93407813,24.5719721,36.86581268,,,,,
Jun-15,17.31810951,28.14223083,45.51984929,28.1491667,27.61716938,32.36985623,15.4774235,10.83460483,31.59350889,18.71591291,37.33357094,14.42757676,26.15589185,22.16853516,21.2930734,22.54750578,19.44070092,25.37827221,16.90974424,47.03569204,,,,,
Jul-15,13.15639327,28.34324677,36.34708369,22.91740238,33.10519663,30.72949189,10.34273324,6.536579775,32.27051265,20.76296589,36.54403923,18.81063806,26.2928337,17.64434431,21.58499457,21.00407533,21.74722476,24.74381541,22.19403932,58.05306135,,,,,
Aug-15,18.5263497,24.92597588,27.17431809,20.92705726,26.7320037,25.91775651,11.14961314,12.80453298,27.53148632,18.71591291,30.90452701,16.61910741,14.10500974,21.03748745,15.30010355,18.99090517,18.20506315,22.7498083,15.32445572,40.25577247,,,,,
Sep-15,20.54008337,28.14223083,38.18163681,22.06439733,35.40662741,29.52655805,9.535853342,12.44636423,27.53148632,21.34783817,36.65682948,16.61910741,28.62084501,16.5132966,18.35668989,22.7488228,19.11119751,23.38426511,25.10040161,47.88318199,,,,,
Oct-15,19.60034099,22.7148006,30.84342433,19.10731315,33.10519663,30.62013427,10.70949683,10.65552046,31.14217305,15.79155152,37.2207807,17.07567629,14.24195159,17.41813477,18.13345605,16.23957262,20.67633869,16.40524025,22.72246882,41.95075236,,,,,
Nov-15,18.709823,27.280136,35.053069,20.447479,32.781268,31.087638,11.356835,12.284868,27.677096,19.80967,34.651681,16.880167,23.062392,18.533563,18.400693,20.388347,19.998062,20.649843,21.601915,45.040559,,,,,
Dec-15,14.23038456,20.90565719,31.30206261,18.1405741,30.27266644,21.76216686,9.315795187,10.83460483,19.63310909,22.22514658,39.02542461,18.71932428,4.929906318,16.5132966,16.60516288,11.0053302,16.47517027,15.77078345,18.23081801,44.06947723,,,,,
Pred. Dec,18.680656,27.280136,34.986525,20.447479,32.781268,31.087638,11.356835,12.336835,27.677096,19.843881,34.651681,16.834238,23.106001,18.491822,18.400693,20.355347,19.998062,20.649843,21.601915,44.763107,,,,,
Difference,4.45027144,6.37447881,3.68446239,2.3069049,2.50860156,9.32547114,2.041039813,1.50223017,8.04398691,-2.38126558,-4.37374361,-1.88508628,18.17609468,1.9785254,1.79553012,9.3500168,3.52289173,4.87905955,3.37109699,0.69362977,,2.939849275,3.768209835,18.17609468,-4.37374361
